3	01110011010000110100	0.0136986301369863
3	10101100001101111001	0.012987012987012988
3	11001010100100010011	0.014084507042253521
3	10101100011100001011	0.0136986301369863
3	10101100100110010001	0.014084507042253521
3	10101100110001110111	0.0136986301369863
3	11001010001101101010	0.012987012987012988
3	01110010000101111000	0.0136986301369863
3	10000001000001011011	0.013888888888888888
3	11001101110000001011	0.0125
3	11000001010110100101	0.013513513513513514
3	11001101011010011101	0.013513513513513514
3	10101101010000101001	0.013157894736842105
3	10101101010001100111	0.013157894736842105
3	01110111000001101001	0.0136986301369863
3	11000001101110110000	0.012658227848101266
3	10101101101001101010	0.013513513513513514
3	10010011100110010010	0.014084507042253521
3	11001101010011001011	0.013157894736842105
3	10010011000011010100	0.01282051282051282
3	11000101000010000111	0.013333333333333334
3	01110011011111010100	0.012658227848101266
3	11000010000110110100	0.012195121951219513
3	10010001100110110101	0.013157894736842105
3	11001100100101100010	0.014084507042253521
3	10110001000010001000	0.012658227848101266
3	11000010100010101100	0.01282051282051282
3	10010000101100010101	0.013888888888888888
3	10000110101111010111	0.012658227848101266
3	10000001110010101100	0.013888888888888888
3	11000010110110000110	0.0125
3	10110010010011011010	0.01282051282051282
3	10110010010011011100	0.01282051282051282
3	10110010011001000111	0.01282051282051282
3	10110011001001000000	0.012987012987012988
3	01110111100001000101	0.0136986301369863
3	10110100000001011010	0.013157894736842105
3	11001011100000100110	0.013888888888888888
3	11011100110010101001	0.0125
3	11001000110001001001	0.020833333333333332
3	10110100100101010110	0.013157894736842105
3	11011100101001010101	0.013333333333333334
3	11000011000111010100	0.0125
3	10110101000101101101	0.013333333333333334
3	11011100011110010110	0.0136986301369863
3	11000011001001111001	0.012987012987012988
3	10000010001110001100	0.013888888888888888
3	10110101011101100000	0.013333333333333334
3	10001011001010110111	0.012345679012345678
3	11011011011111010011	0.01282051282051282
3	11011010110000111000	0.012987012987012988
3	10110110101011001000	0.015151515151515152
3	11011001101100010000	0.013888888888888888
3	10110111001000010000	0.0136986301369863
3	11000011001011001010	0.012987012987012988
3	11011001100100011000	0.014084507042253521
3	10000011110100010101	0.013888888888888888
3	10001010010100100011	0.014925373134328358
3	10110111100001011100	0.0136986301369863
3	11011001000001010100	0.014084507042253521
3	10111000001001000010	0.013888888888888888
3	10111000001001001100	0.013888888888888888
3	10000011110110110110	0.012658227848101266
3	01110111010100000011	0.0136986301369863
3	10000010110110010000	0.0125
3	11011000010000101101	0.013888888888888888
3	11011000001000000010	0.013888888888888888
3	10001001101101011101	0.012987012987012988
3	10111001011010101101	0.014084507042253521
3	10000110101000100111	0.014285714285714285
3	11010111000100001100	0.0136986301369863
3	11010111000010101101	0.0136986301369863
3	10011011110100111011	0.013513513513513514
